FID,OBJECTID,SHAPE,BEZIRK,STRNAM,ONRTXT,NUMMER,TELEFON,WEITERE_INFORMATION,SE_ANNO_CAD_DATA
HUNDESACKERLOGD.66345154,66345154,POINT (16.308422841306747 48.190929019249054),14,Serravagasse,6,1477,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345155,66345155,POINT (16.296602840630808 48.19220719012932),14,Rupertgasse,18,2917,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345156,66345156,POINT (16.28609840072287 48.193848754069734),14,Zehetnergasse,20,0245,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345157,66345157,POINT (16.437901015277102 48.157096432077864),11,Simmeringer Hauptstraße,295,3759,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345158,66345158,POINT (16.377549344446326 48.277026310145025),21,Blechschmiedtgasse,ggü. 33,2812,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345159,66345159,POINT (16.30668535955023 48.23030187811539),17,Braumüllergasse,1,3188,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345160,66345160,POINT (16.351646954354283 48.2282275080425),9,Lustkandlgasse,34-38,3775,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345161,66345161,POINT (16.375196410518967 48.242501852042196),20,Meldemannstraße,,2989,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345162,66345162,POINT (16.325179647202507 48.2078313285512),16,Koppstraße,61,2165,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345163,66345163,POINT (16.327603902160195 48.208975462479984),16,Richard-Wagner-Platz,19A,3155,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345164,66345164,POINT (16.333689251801086 48.21141412865225),16,Neulerchenfelder Straße,44,3154,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345165,66345165,POINT (16.304919734203384 48.12595509284921),23,Kellerberggasse,ggü. 59,3459,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345166,66345166,POINT (16.322180442461402 48.144511320548226),23,Altmannsdorfer Straße,182 - 182A,1286,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345167,66345167,POINT (16.278193720165355 48.19341860940672),14,Kefergasse,2,1418,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345168,66345168,POINT (16.29382902906303 48.19512455528923),14,Mitisgasse,ggü. 5,1486,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345169,66345169,POINT (16.29040767041507 48.195683416381605),14,Gusenleithnergasse,# Felbigergasse,1492,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345170,66345170,POINT (16.293420274986186 48.19636021022481),14,Vogtgasse,# Mitisgasse,1470,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345171,66345171,POINT (16.291567983040594 48.20182297818186),14,Ameisbachzeile,25,1467,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345172,66345172,POINT (16.267083880635372 48.20458637958481),14,An der Niederhaid,ggü. 29,3325,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345173,66345173,POINT (16.287217419666504 48.20109470028704),14,Stauffergasse,41,0310,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345174,66345174,POINT (16.27007984607298 48.19790419014409),14,Hanakgasse,2-12,2919,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345175,66345175,POINT (16.20501461667375 48.21231616943239),14,Wurzbachtalstraße,ggü. 7,2630,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345176,66345176,POINT (16.48811883612159 48.259780386144406),22,Rautenwegbiotop,,0182,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345177,66345177,POINT (16.399896310588474 48.25702760398989),21,Franz-Jonas-Platz,6,2067,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345178,66345178,POINT (16.387749868189317 48.24845164275985),21,Floridsdorfer Brücke,Haltestelle Donausinsel,2841,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345179,66345179,POINT (16.41194566768252 48.21929753417917),2,Kafkasteg,ggü. Wehlistraße,0264,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345180,66345180,POINT (16.401538416910242 48.22594155321644),2,Mexikoplatz,# Engerthstraße,1078,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345181,66345181,POINT (16.396388464236466 48.21999439640521),2,Venediger Au,ggü. Höhe Ybbsstraße,2254,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345182,66345182,POINT (16.31220803867507 48.132880897706556),23,Karl-Tornay-Gasse,ggü. 45-47,2172,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345183,66345183,POINT (16.46708498718619 48.161488291634534),11,Schmidgunstgasse,40,2582,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345184,66345184,POINT (16.29140161240376 48.23310660767128),17,Dornbacher Straße,119,3526,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345185,66345185,POINT (16.280770194303575 48.162365988847654),13,Riedelgasse,ggü. 5,3506,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345186,66345186,POINT (16.442080365092195 48.24601979969138),22,Komzakgasse,# Andreas-Huger-Gasse,2513,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345187,66345187,POINT (16.26123780591664 48.16733616972823),13,Friedenszeile,32,2481,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345188,66345188,POINT (16.28053900095131 48.17696611852221),13,Jagdschlossgasse,# Waldvogelstraße,493,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345189,66345189,POINT (16.288349285549852 48.172006341695294),13,Fürthweg,2,2761,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345190,66345190,POINT (16.294612462332008 48.17080570778631),13,Hetzendorfer Straße,164 - 170,2749,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345191,66345191,POINT (16.299419977667032 48.187976045306634),13,Dommayergasse,10,0141,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345192,66345192,POINT (16.282976673896357 48.18746247960229),13,Feldmühlgasse,2,3516,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345193,66345193,POINT (16.292166107712166 48.18226202647972),13,Gloriettegasse,49,1004,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345194,66345194,POINT (16.281328358677616 48.181323465272015),13,Hummelgasse,ggü. Titlgasse 15,1003,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345195,66345195,POINT (16.28966586415628 48.17458758272654),13,Pacassistraße,# Geneegasse,2315,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345196,66345196,POINT (16.298171387802398 48.184604797032414),13,Trauttmansdorffgasse,ggü. 18,0142,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345197,66345197,POINT (16.271169258954682 48.18779774355146),13,Hietzinger Hauptstraße,142,3275,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345198,66345198,POINT (16.361515653417094 48.16604163520231),10,Raxstraße,22,283,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345199,66345199,POINT (16.528942748544335 48.2114850144818),22,Seefeldergasse,ggü. 6,3717,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345200,66345200,POINT (16.527625039792127 48.215215717235935),22,Cortigasse,3,3714,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345201,66345201,POINT (16.243668550933098 48.20795758092963),14,Anzbachgasse,# Bierhäuselberggasse,0316,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345202,66345202,POINT (16.393401810242832 48.19549873068686),3,Eslarngasse,ggü. 11,3683,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345203,66345203,POINT (16.45371308305622 48.215109000868694),22,Mühlgrundweg,29,3095,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345204,66345204,POINT (16.313870367849997 48.21085717201656),16,Hasnerstraße,7,2657,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345205,66345205,POINT (16.303407498823486 48.20470730892996),16,Steinbruchstraße,# Maroltingergasse,0436,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345206,66345206,POINT (16.410095582033826 48.21793567526842),2,Kafkastraße,# Vorgartenstraße,2852,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345207,66345207,POINT (16.30483901634423 48.145873461635006),23,Schloßparkgasse,ggü. 4,3458,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345208,66345208,POINT (16.393021784807797 48.29145668998689),21,Beer-Hofmann-Weg,# Fritz-Kandl-Gasse,3621,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345209,66345209,POINT (16.392855341386728 48.20557225816554),3,Slamgasse,1-5,3756,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345210,66345210,POINT (16.370563880371627 48.20801903207369),1,Spiegelgasse,1,176,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345211,66345211,POINT (16.312084331410187 48.1683165573108),12,Schlöglgasse,# Strohberggasse,0138,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345212,66345212,POINT (16.295440655821828 48.16504085047181),12,Dorfmeistergasse,ggü. 12,0140,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345213,66345213,POINT (16.35205130615827 48.17572348464479),10,Kundrathstraße,10,2734,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345214,66345214,POINT (16.305981218602234 48.23946046535585),18,Kalbeckgasse,# Hawelgasse 27,2498,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345215,66345215,POINT (16.43615918651933 48.188474865055454),2,Gärtnerstraße,# Kanalwächterhausweg,1177,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345216,66345216,POINT (16.39535647221862 48.3002045361506),21,Krottenhofgasse,# Am Bisamberg,3895,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345217,66345217,POINT (16.446841933549944 48.240912379937505),22,Knappweg,# Wollekweg,3989,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345218,66345218,POINT (16.37330540820771 48.186225893910816),4,Südtiroler Platz,1,3962,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345219,66345219,POINT (16.397885290651768 48.25337107737981),21,Karl-Aschenbrenner-Gasse,# Linke Nordbahngasse,3897,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345220,66345220,POINT (16.482663270065018 48.27074864173068),22,Campingplatzweg,41,3988,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345221,66345221,POINT (16.28785443327309 48.13807598169911),23,Breitenfurter Straße,# Dr.-Neumann-Gasse,3945,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345222,66345222,POINT (16.315529109137245 48.22335257888),17,Hernalser Hauptstraße,177,3730,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345223,66345223,POINT (16.489303901776033 48.17877883119347),22,Raffineriestraße,ggü. 42,3987,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345224,66345224,POINT (16.223932994551088 48.12505893581164),23,Kaltenleutgebner Straße,24,3692,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345225,66345225,POINT (16.398089492443113 48.142813514710916),10,Fontanastraße,# An der Kuhtrift,3970,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345226,66345226,POINT (16.32402127807903 48.22375901582634),17,Roggendorfgasse,6,3207,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345227,66345227,POINT (16.40963919930383 48.159169533468855),10,Grenzstraße,# Kossmarplatz,5051,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345228,66345228,POINT (16.296986342341178 48.214937506336796),16,Gallitzinstraße,ggü. 36,2173,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345229,66345229,POINT (16.268422856248698 48.18965437856216),13,Silvinggasse,# Glassauergasse,3972,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345230,66345230,POINT (16.396281185429036 48.15503464164393),10,Laaer-Berg-Straße,# Kronawettergasse,3882,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345231,66345231,POINT (16.39653663829564 48.263784029276664),21,Peitlgasse,1,2083,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345232,66345232,POINT (16.287332378933552 48.21061885236328),16,Demuthgasse,ggü. 15,2180,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345233,66345233,POINT (16.331331209935147 48.18194696330545),12,Arndtstraße,ggü. 83,2478,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345234,66345234,POINT (16.427367570270082 48.131147225364714),10,Klederinger Straße,40,3889,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345237,66345237,POINT (16.353107754923766 48.17100280858027),10,Franz-Schuh-Gasse,24,2731,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345238,66345238,POINT (16.300954646975573 48.19799618630614),14,Hütteldorfer Straße,ggü. 175,3307,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345239,66345239,POINT (16.412710655673468 48.19204524550578),3,Erdbergstraße,143,3689,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345240,66345240,POINT (16.261622284231656 48.200563301678635),14,Isbarygasse,12,2916,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345251,66345251,POINT (16.217007380117487 48.24599704302824),14,Roßkopfgasse,ggü. 13,3295,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345252,66345252,POINT (16.405351961521813 48.1599500388387),10,Bitterlichstraße,# Männertreugasse,3969,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345253,66345253,POINT (16.3260696795053 48.221432420438234),17,Gschwandnergasse,ggü. 60,3834,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345254,66345254,POINT (16.400457684837193 48.15808617904939),10,Bitterlichstraße,# Langsulzgasse,3968,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345255,66345255,POINT (16.49255407288618 48.25164612048474),22,Breitenleer STraße,bei 231,5017,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345256,66345256,POINT (16.326069620692856 48.22173253787345),17,Pezzlgasse,ggü. 80,3833,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345257,66345257,POINT (16.309348296001982 48.19170894138861),14,Cumberlandstraße,# Töpfelgasse,1482,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345258,66345258,POINT (16.26629300362061 48.18695879976544),13,Einsiedeleigasse,# Vitusgasse,0458,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345259,66345259,POINT (16.329120204087637 48.22396295310792),17,Rosensteingasse,# leopold-Ernst-Gasse,3832,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345260,66345260,POINT (16.337157573056306 48.18284760814855),12,Längenfeldgasse,16,0118,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345261,66345261,POINT (16.39635937256567 48.14272109166851),10,Bahnlände,# Hämmerlegasse,3890,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345262,66345262,POINT (16.293251012235096 48.13783038531451),23,Seybelgasse,7,,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345263,66345263,POINT (16.34572181857833 48.239190016595856),19,Weimarer Straße,# Chimanistraße,3871,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345264,66345264,POINT (16.3510929492027 48.20664362756633),8,Roter Hof,1,2567,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345265,66345265,POINT (16.302416896418073 48.24537636758754),18,Dr. Heinrich Maier Straße,39,2496,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345266,66345266,POINT (16.313274868457285 48.209652665574524),16,Koppstraße,ggü. 116,2646,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66345269,66345269,POINT (16.307832606674676 48.2379828720524),18,Buchleitengasse,# Rupoldengasse,1098,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
